Date,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Cryptoname,FAGI,RSI
2022-09-09,1634.23,1746.30,1629.25,1717.48,7591864.920,2022-09-10,12916052034.86230,5236115,3916826.664,6663025273.15959,ETHUSDT,22,57.5760209422516
2022-09-10,1717.49,1788.98,1705.00,1773.05,4234258.288,2022-09-11,7348536836.11749,3412888,2163699.489,3756719118.43522,ETHUSDT,28,60.96448104935138
2022-09-11,1773.04,1787.88,1718.02,1765.01,3909495.301,2022-09-12,6884026557.92414,2976743,1923990.351,3388719709.58945,ETHUSDT,26,60.21511019466566
2022-09-12,1765.00,1783.43,1691.28,1715.14,6512918.389,2022-09-13,11291212213.97169,4933620,3238468.273,5615956409.09848,ETHUSDT,25,55.64609490170524
2022-09-13,1715.15,1762.88,1556.78,1571.9,9660861.421,2022-09-14,15865869412.73067,6558301,4758954.807,7821061633.37342,ETHUSDT,34,45.068244997222436
2022-09-14,1571.91,1642.24,1548.00,1635.39,6491665.957,2022-09-15,10351087044.81358,4751850,3224450.774,5142994632.39855,ETHUSDT,27,49.63798512457726
2022-09-15,1635.40,1657.80,1455.00,1471.93,12706158.928,2022-09-16,19824699198.48316,8791055,6208016.307,9690867317.01126,ETHUSDT,28,40.33467598713629
2022-09-16,1471.94,1482.65,1403.00,1433.58,8136455.084,2022-09-17,11772482639.46676,5306662,4014386.848,5809835899.32080,ETHUSDT,20,38.51100408533387
2022-09-17,1433.58,1475.15,1408.15,1467.96,4366994.599,2022-09-18,6308438616.51773,3043567,2201916.901,3181483276.37852,ETHUSDT,22,41.08279386436462
2022-09-18,1467.96,1469.00,1320.00,1333.67,7139282.229,2022-09-19,9967351085.11641,4215106,3434646.754,4795875849.19366,ETHUSDT,27,34.93617958065874
2022-09-19,1333.68,1394.00,1276.62,1375.05,10278329.861,2022-09-20,13666010265.88282,6176536,5216486.652,6938534383.18353,ETHUSDT,21,38.01371523693064
2022-09-20,1375.05,1384.53,1311.00,1322.08,7850914.483,2022-09-21,10604151627.64198,4804928,3915168.547,5289452262.36358,ETHUSDT,23,35.68672582606015
2022-09-21,1322.09,1420.00,1218.00,1244.19,11244354.459,2022-09-22,14907764982.75890,6900700,5597099.450,7428214084.70522,ETHUSDT,23,32.53306167908568
2022-09-22,1244.20,1349.84,1235.60,1325.73,9848169.894,2022-09-23,12674382231.70619,5593957,5024458.663,6468914136.65836,ETHUSDT,22,38.64568373085493
2022-09-23,1325.73,1359.22,1260.75,1326.62,10875882.189,2022-09-24,14195748237.66868,5874881,5432804.960,7092632270.36299,ETHUSDT,20,38.71095519841894
2022-09-24,1326.62,1348.84,1305.36,1316.19,4603413.868,2022-09-25,6117137472.97961,2915054,2305918.466,3064288126.68550,ETHUSDT,24,38.19809505782313
2022-09-25,1316.18,1336.92,1268.19,1293.99,4839166.035,2022-09-26,6323317973.41767,2980838,2360753.093,3085595180.12908,ETHUSDT,24,37.072278358934746
2022-09-26,1293.98,1340.00,1277.55,1335.25,8104991.588,2022-09-27,10639323515.45812,4716042,4122463.892,5412602294.87849,ETHUSDT,21,40.57767033292562
2022-09-27,1335.25,1400.00,1303.02,1327.19,9686206.927,2022-09-28,13143901188.70475,5284170,4875675.973,6617874574.73985,ETHUSDT,20,40.107654650988195
2022-09-28,1327.20,1355.76,1250.00,1336.43,10608737.289,2022-09-29,13854142475.32485,5342908,5297819.534,6921735266.87477,ETHUSDT,20,40.95206120167749
2022-09-29,1336.43,1351.93,1287.24,1334.8,8973401.704,2022-09-30,11892132443.56242,4724858,4524749.572,5997058303.27875,ETHUSDT,22,40.84266690443357
2022-09-30,1334.80,1373.34,1307.53,1327.78,8510622.642,2022-10-01,11394338399.68576,4388913,4297636.021,5755612720.12006,ETHUSDT,21,40.342840060682825
2022-10-01,1327.78,1333.38,1301.00,1311.31,2763699.151,2022-10-02,3648363835.77980,1721856,1338929.085,1767821129.22723,ETHUSDT,20,39.13283289290202
2022-10-02,1311.32,1317.70,1266.66,1275.96,4140053.849,2022-10-03,5371485640.17009,2376019,2010133.150,2608717347.61141,ETHUSDT,24,36.595761079256384
2022-10-03,1275.95,1329.00,1260.48,1322.59,5798622.250,2022-10-04,7563682363.97532,3139844,2961217.260,3863228305.26743,ETHUSDT,24,41.942742438407976
2022-10-04,1322.58,1370.00,1318.06,1360.73,5536817.118,2022-10-05,7456202392.44989,3096865,2856881.609,3847454191.80711,ETHUSDT,20,45.95721121810164
2022-10-05,1360.73,1364.75,1315.27,1351.61,5456174.624,2022-10-06,7323277791.98338,2883956,2730257.630,3665152529.18117,ETHUSDT,25,45.15320577280284
2022-10-06,1351.60,1383.29,1344.00,1351.5,7101597.575,2022-10-07,9688859096.22463,3756284,3565833.905,4865857865.64373,ETHUSDT,26,45.14294741685009
2022-10-07,1351.50,1361.21,1316.22,1330.41,5119226.330,2022-10-08,6854336044.88562,2924493,2533778.101,3393432707.54931,ETHUSDT,23,43.12021395111705
2022-10-08,1330.42,1337.19,1302.00,1314.74,2182988.071,2022-10-09,2887524977.80279,1380547,1030594.811,1363555138.68117,ETHUSDT,24,41.627733622505595
2022-10-09,1314.75,1328.72,1306.41,1322.61,2303208.579,2022-10-10,3036627474.46765,1376556,1145920.584,1510922388.62104,ETHUSDT,22,42.700412244329634
2022-10-10,1322.60,1337.93,1284.38,1289.56,4968203.961,2022-10-11,6508981566.24311,2701991,2427065.270,3180651919.36785,ETHUSDT,22,39.42395381678236
2022-10-11,1289.57,1297.70,1265.00,1279.68,5514583.049,2022-10-12,7068866635.71179,2959172,2735735.701,3507357708.67276,ETHUSDT,24,38.47355673268355
2022-10-12,1279.67,1306.60,1274.35,1294.02,4405169.271,2022-10-13,5701823057.72268,2408056,2238274.891,2897357730.25999,ETHUSDT,20,40.70774504370919
2022-10-13,1294.02,1301.00,1176.00,1286.38,10523564.637,2022-10-14,13177563627.81076,5203186,5197762.907,6512260490.04396,ETHUSDT,20,39.876922091641546
2022-10-14,1286.38,1343.36,1282.74,1295.35,7171699.686,2022-10-15,9450587003.03056,3756235,3632699.045,4787981670.44125,ETHUSDT,24,41.389407927608254
2022-10-15,1295.34,1301.32,1262.12,1274.13,3049822.110,2022-10-16,3917050344.33982,1692294,1472134.911,1891282283.29759,ETHUSDT,24,38.89654306744067
2022-10-16,1274.12,1315.00,1273.98,1305.51,3282852.856,2022-10-17,4242204246.14907,1782879,1675271.023,2165213363.21525,ETHUSDT,24,44.244517736796396
2022-10-17,1305.52,1338.16,1295.00,1330.62,5154706.890,2022-10-18,6802174597.73257,2613961,2633202.832,3475525208.26373,ETHUSDT,20,48.154820624093425
2022-10-18,1330.62,1342.00,1285.11,1309.93,6506270.391,2022-10-19,8569353674.81877,3082581,3155306.483,4156984719.99417,ETHUSDT,22,45.3335728372653
2022-10-19,1309.93,1312.78,1275.56,1284.45,4389238.836,2022-10-20,5694630433.42334,2318403,2156303.022,2798496552.79084,ETHUSDT,23,42.06508516812471
2022-10-20,1284.45,1310.00,1270.00,1282.2,5294962.986,2022-10-21,6829877558.46932,2458114,2634729.131,3399211058.95319,ETHUSDT,23,41.77863510113164
2022-10-21,1282.19,1307.00,1248.00,1299.08,6030198.052,2022-10-22,7736955770.56057,2531304,3012196.285,3866605060.62933,ETHUSDT,23,44.81479356514064
2022-10-22,1299.08,1320.00,1293.67,1313.19,2486638.762,2022-10-23,3251370186.83828,1229803,1290028.128,1686956156.75895,ETHUSDT,20,47.28925375822267
2022-10-23,1313.18,1371.00,1298.22,1363.44,3682722.299,2022-10-24,4892526172.62552,1877507,1956239.487,2600452286.72296,ETHUSDT,23,55.023791719566375
2022-10-24,1363.43,1370.40,1322.25,1342.72,5502275.006,2022-10-25,7394468406.05214,2838633,2725699.456,3663210986.43144,ETHUSDT,22,51.65782588745094
2022-10-25,1342.73,1533.68,1334.16,1459.2,11473585.177,2022-10-26,16344240230.08303,5230442,6016544.372,8567843739.83438,ETHUSDT,20,64.72260322808258
2022-10-26,1459.19,1595.00,1456.69,1565.45,10817326.890,2022-10-27,16625093320.88943,5662698,5540331.809,8513957833.13441,ETHUSDT,33,72.12339218183209
2022-10-27,1565.45,1588.00,1500.46,1513.7,8021549.342,2022-10-28,12406744072.25012,4785262,3952135.199,6115584103.92462,ETHUSDT,32,64.97373198582838
2022-10-28,1513.70,1574.80,1475.00,1553.79,7430625.343,2022-10-29,11324631030.27013,4495171,3688355.724,5623942601.86903,ETHUSDT,30,67.649227902054
2022-10-29,1553.80,1665.00,1546.71,1618.82,7454042.474,2022-10-30,12038906676.54819,4313716,3807711.978,6150206109.45155,ETHUSDT,34,71.45778507242761
2022-10-30,1618.82,1639.87,1574.60,1589.89,3955450.865,2022-10-31,6332682157.97092,2602199,1946241.243,3116692445.75970,ETHUSDT,34,67.64260104622103
2022-10-31,1589.88,1634.93,1543.72,1572.01,7113753.830,2022-11-01,11265423901.76959,4079724,3530553.392,5592283789.68320,ETHUSDT,31,65.32133583705672
2022-11-01,1572.00,1613.00,1562.70,1577.88,4495232.885,2022-11-02,7122535302.01501,3071638,2249236.315,3564519639.10474,ETHUSDT,30,65.73704022600997
2022-11-02,1577.88,1622.50,1501.00,1517.26,8956953.565,2022-11-03,13993599315.82898,5212982,4392334.452,6866095540.91832,ETHUSDT,30,58.004118799776215
2022-11-03,1517.26,1558.14,1514.07,1530.27,4820992.806,2022-11-04,7425208238.02046,3015527,2444523.409,3765436134.74359,ETHUSDT,30,59.11568722288171
2022-11-04,1530.27,1679.40,1527.78,1644.09,8773312.803,2022-11-05,14117291322.98787,4586447,4481140.268,7209795206.29364,ETHUSDT,30,67.27622633798336
2022-11-05,1644.08,1666.80,1620.10,1626.11,3007552.195,2022-11-06,4936106420.27118,1907449,1480644.817,2430315278.27874,ETHUSDT,38,65.06681052985786
2022-11-06,1626.11,1638.50,1561.32,1567.42,3810965.466,2022-11-07,6138703520.86827,2312804,1834766.044,2956936337.99533,ETHUSDT,40,58.33260577972325
2022-11-07,1567.42,1608.00,1544.94,1567.52,6311427.259,2022-11-08,9948551937.36538,3586921,3103693.022,4893503762.73461,ETHUSDT,33,58.34051732366208
2022-11-08,1567.52,1580.54,1195.22,1333.4,20492980.873,2022-11-09,29374837585.47329,11443830,10026124.246,14378375941.81149,ETHUSDT,31,39.45319827094006
2022-11-09,1333.40,1336.47,1071.14,1101.49,23279890.038,2022-11-10,27924782502.31694,13408573,11549303.873,13855130136.52978,ETHUSDT,29,29.325493827868254
2022-11-10,1101.53,1350.00,1083.77,1298.21,15328692.985,2022-11-11,18981639356.49054,9604316,7820354.243,9683609293.72743,ETHUSDT,22,42.750493264386165
2022-11-11,1298.30,1309.88,1199.57,1288.64,11730741.022,2022-11-12,14813683425.71741,7390176,5852947.505,7393285036.51492,ETHUSDT,25,42.3292430823138
2022-11-12,1288.67,1291.69,1238.00,1256.82,4582467.370,2022-11-13,5792014547.78374,3161772,2276118.450,2877235602.48062,ETHUSDT,21,40.886619276034565
2022-11-13,1256.85,1273.91,1200.00,1220.78,4739475.303,2022-11-14,5856567989.37609,3003417,2318407.410,2865319568.39051,ETHUSDT,22,39.25479064789304
2022-11-14,1220.78,1290.00,1170.50,1242.89,9479256.426,2022-11-15,11685915959.46197,5588526,4764811.905,5877433569.43691,ETHUSDT,24,40.815387749533215
2022-11-15,1242.90,1292.00,1232.52,1252.81,6157353.578,2022-11-16,7759799922.32057,3940272,3087344.237,3891196141.63842,ETHUSDT,22,41.541054712051135
2022-11-16,1252.80,1268.20,1185.59,1215.78,6410929.265,2022-11-17,7840175274.84689,3915394,3134108.746,3833701588.94308,ETHUSDT,23,39.589694616029455
2022-11-17,1215.72,1228.92,1181.00,1199.7,5819726.225,2022-11-18,6998582017.23369,3619109,2878296.069,3462099420.28504,ETHUSDT,20,38.738709305729834
2022-11-18,1199.70,1235.00,1198.48,1212.04,3844518.715,2022-11-19,4667089419.93724,2484972,1939993.116,2355557720.84912,ETHUSDT,23,39.80799200919296
2022-11-19,1212.05,1233.66,1196.00,1216.91,2150246.728,2022-11-20,2603491616.74213,1350546,1092934.210,1323711674.36483,ETHUSDT,23,40.25122683495495
2022-11-20,1216.90,1226.50,1131.60,1141.57,5200695.873,2022-11-21,6120393596.02878,2806311,2518366.014,2963770966.57615,ETHUSDT,24,35.852781153360795
2022-11-21,1141.53,1147.03,1077.32,1106.95,9738564.670,2022-11-22,10872443056.73908,4907670,4816178.072,5378291309.65157,ETHUSDT,21,34.01346205264579
2022-11-22,1106.94,1142.96,1071.52,1139.11,7509599.620,2022-11-23,8331237863.26098,4024461,3861298.612,4286148633.50395,ETHUSDT,22,37.234733109541345
2022-11-23,1139.11,1190.00,1127.01,1183.83,6642657.893,2022-11-24,7724547462.35971,3667096,3396348.221,3950429484.48161,ETHUSDT,22,41.510557380430505
2022-11-24,1183.84,1216.71,1179.72,1202.92,5188015.378,2022-11-25,6220071901.35329,2693497,2613275.423,3133579978.45148,ETHUSDT,20,43.28668559766056
2022-11-25,1202.93,1209.27,1170.99,1198.55,4268310.488,2022-11-26,5071643622.45446,2312222,2135587.819,2537980930.45949,ETHUSDT,20,42.96504394607827
2022-11-26,1198.55,1238.00,1195.08,1204.84,3881430.501,2022-11-27,4716635434.54015,2157592,1975916.498,2401940645.63018,ETHUSDT,22,43.61448448888239
2022-11-27,1205.00,1222.91,1186.58,1193.26,2990387.752,2022-11-28,3624416287.45259,1581438,1511395.499,1832405952.69765,ETHUSDT,26,42.65159562045146
2022-11-28,1193.25,1198.80,1150.25,1167.21,5581193.574,2022-11-29,6533252497.45609,2852119,2745705.890,3214379997.88155,ETHUSDT,28,40.486204561806034
2022-11-29,1167.20,1228.75,1156.06,1215.74,5916426.621,2022-11-30,7132437233.96720,2955645,3097270.758,3734557965.22839,ETHUSDT,26,45.98770249710938
2022-11-30,1215.75,1312.99,1211.53,1294.02,6987495.376,2022-12-01,8899047729.23707,3762871,3651027.016,4649894502.08943,ETHUSDT,29,53.46090053146485
2022-12-01,1294.09,1300.51,1262.00,1275.7,4742584.148,2022-12-02,6068049140.14661,2764695,2351741.900,3009491134.82501,ETHUSDT,27,51.65944754352368
2022-12-02,1275.70,1297.24,1264.43,1295.0,4241223.544,2022-12-03,5429934958.52178,2390853,2135986.233,2735410745.88492,ETHUSDT,27,53.43945270853088
2022-12-03,1294.99,1312.00,1235.17,1239.76,3733284.723,2022-12-04,4739114178.11653,2400157,1751686.930,2225012951.47665,ETHUSDT,27,47.9923821101678
2022-12-04,1239.76,1287.99,1239.13,1278.82,3873239.959,2022-12-05,4893240341.17784,2354053,2016431.869,2547914198.67652,ETHUSDT,26,51.738368971808995
2022-12-05,1278.82,1304.98,1246.00,1258.66,5401461.110,2022-12-06,6905572840.95312,2996293,2631923.020,3365850144.67560,ETHUSDT,26,49.74674683252798
2022-12-06,1258.67,1274.42,1240.55,1270.72,4094634.401,2022-12-07,5143559417.12193,2226722,2022880.189,2541555119.29271,ETHUSDT,25,50.96282397898341
2022-12-07,1270.72,1278.30,1217.02,1230.83,4598453.506,2022-12-08,5688885187.00896,2406920,2199880.564,2721937597.85728,ETHUSDT,29,46.9185296784038
2022-12-08,1230.78,1294.31,1221.00,1279.73,5403214.246,2022-12-09,6769034561.56288,2696895,2837007.351,3555849049.45596,ETHUSDT,25,51.95227880244029
2022-12-09,1279.72,1297.63,1254.00,1262.31,4410565.839,2022-12-10,5628848627.17139,2331932,2209128.029,2820550641.30392,ETHUSDT,26,50.12856019675748
2022-12-10,1262.31,1283.92,1258.58,1265.88,2219440.107,2022-12-11,2815529332.16199,1242237,1131597.831,1435768369.10462,ETHUSDT,27,50.51196555729451
2022-12-11,1265.87,1284.90,1255.00,1262.43,2427305.929,2022-12-12,3084127004.04780,1281968,1206309.656,1533030401.26589,ETHUSDT,26,50.111029457712846
2022-12-12,1262.43,1278.83,1238.50,1274.88,4101114.474,2022-12-13,5144565033.61437,2168033,2066221.961,2592897815.14392,ETHUSDT,27,51.603913503048624
2022-12-13,1274.89,1350.00,1254.32,1321.06,7377534.339,2022-12-14,9619436612.69286,3742605,3805979.738,4963166628.10635,ETHUSDT,27,56.77121523432035
2022-12-14,1321.05,1354.40,1300.17,1307.76,5647195.942,2022-12-15,7479465702.91782,2974134,2791146.981,3698031916.42130,ETHUSDT,30,54.95145094866222
2022-12-15,1307.76,1311.86,1256.10,1266.26,4199459.837,2022-12-16,5374816224.59595,2290137,2008911.157,2571360577.92296,ETHUSDT,31,49.608022469514694
2022-12-16,1266.26,1279.76,1154.70,1166.2,7218530.189,2022-12-17,8739897084.46596,3590335,3469037.011,4200309911.83771,ETHUSDT,29,39.607634893435666
2022-12-17,1166.19,1190.00,1161.07,1186.45,3336484.360,2022-12-18,3926389487.82400,1835780,1682223.405,1980010577.86437,ETHUSDT,28,42.1493247836737
2022-12-18,1186.44,1196.00,1171.12,1182.45,2877052.211,2022-12-19,3402889257.43771,1495561,1425793.508,1686634546.97418,ETHUSDT,26,41.775317610983066
2022-12-19,1182.45,1194.86,1148.00,1167.21,4295030.572,2022-12-20,5053649056.73040,2135385,2123722.244,2499410422.90265,ETHUSDT,29,40.30778454012856
2022-12-20,1167.21,1232.00,1162.50,1216.21,5778341.186,2022-12-21,6963536310.44835,2751419,3021118.480,3640819048.05974,ETHUSDT,29,46.78114059523125
2022-12-21,1216.22,1226.00,1202.06,1213.21,2943786.951,2022-12-22,3566753016.57720,1517384,1472265.724,1784099478.90890,ETHUSDT,26,46.4490181751466
2022-12-22,1213.21,1239.99,1182.00,1217.39,4400633.138,2022-12-23,5306923844.99218,2102079,2207708.168,2663189896.21550,ETHUSDT,28,47.01347732470584
2022-12-23,1217.38,1234.25,1208.33,1219.5,3311152.464,2022-12-24,4040440150.92930,1660634,1668358.271,2036079853.89740,ETHUSDT,27,47.315361218479744
2022-12-24,1219.50,1229.00,1214.00,1219.96,1200985.985,2022-12-25,1464144965.51859,701605,613728.674,748316153.70053,ETHUSDT,29,47.38573940227531
2022-12-25,1219.96,1225.00,1187.54,1217.96,2475907.604,2022-12-26,3000167697.41548,1318448,1218401.624,1476926841.58611,ETHUSDT,29,47.09119511220898
2022-12-26,1217.97,1231.49,1210.00,1227.57,1928492.812,2022-12-27,2350576564.38967,1037352,988642.171,1205281269.49260,ETHUSDT,28,48.739964532860526
2022-12-27,1227.57,1233.97,1200.00,1211.29,3078179.630,2022-12-28,3740892959.73712,1503421,1508405.177,1833438084.57402,ETHUSDT,27,46.11804957930026
2022-12-28,1211.29,1215.42,1177.50,1189.93,4121050.599,2022-12-29,4927046581.26896,1921535,2003982.696,2396417438.42650,ETHUSDT,28,42.86028304554579
2022-12-29,1189.94,1207.97,1186.24,1200.35,3022857.135,2022-12-30,3619014162.58405,1413010,1547702.306,1853209561.77400,ETHUSDT,28,44.90490543652003
2022-12-30,1200.36,1203.00,1180.00,1199.66,2868990.449,2022-12-31,3423709126.11584,1277631,1433870.767,1711446695.83057,ETHUSDT,28,44.79061021804238
2022-12-31,1199.67,1209.00,1190.26,1196.1,1688387.940,2023-01-01,2024981394.91030,826320,852319.415,1022340272.94592,ETHUSDT,25,44.16600163075901
2023-01-01,1196.10,1204.79,1190.80,1199.96,1381763.488,2023-01-02,1654443731.79587,683700,696726.069,834314029.48659,ETHUSDT,26,45.06059751005583
2023-01-02,1199.96,1225.00,1191.50,1213.23,2831791.319,2023-01-03,3431524206.10823,1194079,1453605.056,1761689074.40266,ETHUSDT,27,48.1370731970357
2023-01-03,1213.24,1219.50,1203.05,1214.23,2418195.012,2023-01-04,2931903414.03335,1012410,1209897.596,1467071952.79021,ETHUSDT,26,48.37169651397984
2023-01-04,1214.22,1275.00,1212.16,1256.39,5329817.195,2023-01-05,6655447772.02725,2182199,2822003.988,3523606971.10619,ETHUSDT,29,57.169135681181885
2023-01-05,1256.39,1260.00,1242.22,1251.08,2662864.999,2023-01-06,3329922187.67573,1160417,1342721.594,1679168373.54689,ETHUSDT,29,55.877662910996264
2023-01-06,1251.08,1277.77,1233.00,1268.54,4156167.363,2023-01-07,5216519703.01300,1805807,2139105.168,2685976789.91665,ETHUSDT,26,59.145761497122685
2023-01-07,1268.54,1270.66,1260.53,1263.65,1186947.058,2023-01-08,1500580014.03508,625140,591543.268,747865787.06989,ETHUSDT,25,57.853310286518436
2023-01-08,1263.64,1296.00,1256.30,1289.65,2415068.332,2023-01-09,3068138464.86221,1138729,1269003.375,1613080261.70105,ETHUSDT,25,62.54039589047318
2023-01-09,1289.64,1345.00,1284.81,1320.32,6326600.832,2023-01-10,8343049682.27575,2548577,3241923.976,4275472933.06937,ETHUSDT,25,67.17740024585346
2023-01-10,1320.32,1348.70,1316.74,1335.3,3653151.641,2023-01-11,4864320674.85890,1599802,1855394.540,2470737491.55366,ETHUSDT,26,69.18388093688768
2023-01-11,1335.29,1400.00,1319.52,1389.26,4603732.161,2023-01-12,6190290564.99127,2010343,2413387.859,3247906088.92634,ETHUSDT,26,75.09086132901561
2023-01-12,1389.25,1439.36,1358.00,1415.84,8272496.444,2023-01-13,11611529579.13658,3699395,4192682.871,5886789334.43772,ETHUSDT,30,77.38995531528566
2023-01-13,1415.85,1465.49,1400.70,1450.94,5096738.500,2023-01-14,7246536108.50026,2499674,2577867.475,3666291273.27522,ETHUSDT,31,80.01340986579392
2023-01-14,1450.95,1644.92,1448.70,1550.27,7348877.264,2023-01-15,11302279848.04887,4120583,3777114.583,5807378137.32412,ETHUSDT,46,85.23465181923717
2023-01-15,1550.27,1570.00,1516.02,1553.47,3651240.364,2023-01-16,5624513802.85479,2064815,1819133.995,2802725899.16117,ETHUSDT,52,85.36727352010388
2023-01-16,1553.48,1610.50,1520.00,1577.11,5395191.668,2023-01-17,8433001908.55222,3010479,2688587.988,4203661138.46638,ETHUSDT,45,86.34316838525068
2023-01-17,1577.25,1609.00,1540.00,1565.84,4580613.258,2023-01-18,7212262387.95917,2767898,2285186.699,3598840833.72994,ETHUSDT,51,83.48462106651745
2023-01-18,1565.83,1614.60,1501.21,1511.66,6932415.112,2023-01-19,10794454438.88289,4050516,3406219.170,5305252337.16218,ETHUSDT,52,71.26894512410188
2023-01-19,1511.60,1565.00,1509.87,1551.11,3660939.013,2023-01-20,5615305826.41623,2102315,1846241.976,2832334946.11443,ETHUSDT,45,74.22615975049804
2023-01-20,1551.11,1680.00,1541.60,1659.01,5324812.863,2023-01-21,8486281244.20332,2909709,2782862.799,4437410946.92665,ETHUSDT,51,80.22224063834851
2023-01-21,1659.01,1682.44,1615.30,1627.63,4643566.522,2023-01-22,7675267204.16943,2631057,2274266.486,3760035686.09194,ETHUSDT,53,74.77401332021832
2023-01-22,1627.63,1666.00,1603.39,1628.14,3827578.409,2023-01-23,6244645504.84663,2167269,1886595.374,3078696030.06833,ETHUSDT,53,74.80396316572437
2023-01-23,1628.13,1650.00,1585.21,1626.9,3969684.229,2023-01-24,6458881282.47335,2354013,1957573.999,3185607853.23564,ETHUSDT,50,74.57213872770889
2023-01-24,1626.90,1641.89,1530.00,1555.99,4505754.932,2023-01-25,7238645481.42649,2537854,2117202.601,3402852795.37741,ETHUSDT,52,62.62063482673992
2023-01-25,1556.00,1641.18,1512.30,1611.41,6003304.445,2023-01-26,9396221038.91902,3278455,3003407.716,4702408779.98788,ETHUSDT,51,67.06353597678665
2023-01-26,1611.44,1633.00,1575.66,1600.69,4235877.329,2023-01-27,6803196691.79460,2450011,2067946.278,3322011304.81845,ETHUSDT,54,65.44317404492085
2023-01-27,1600.69,1621.46,1551.10,1597.08,4349734.136,2023-01-28,6892435836.78376,2546198,2154937.244,3415179659.40039,ETHUSDT,55,64.87471634282815
2023-01-28,1597.08,1606.66,1555.00,1571.52,2478890.254,2023-01-29,3918631425.95445,1619661,1188205.481,1878967875.33539,ETHUSDT,52,60.84480375516468
2023-01-29,1571.52,1663.68,1565.98,1645.67,5099573.535,2023-01-30,8242123689.74398,2975062,2606876.967,4212998534.13364,ETHUSDT,55,67.20858571800288
2023-01-30,1645.67,1648.49,1529.04,1565.92,5031935.997,2023-01-31,7994874441.45608,3086645,2388900.048,3796024986.49549,ETHUSDT,61,56.56108170039005
2023-01-31,1565.93,1605.67,1561.04,1585.02,3444437.709,2023-02-01,5443354538.36838,2195132,1732630.659,2738495060.06986,ETHUSDT,51,58.26636533750024
2023-02-01,1585.02,1648.76,1554.57,1641.8,5095996.279,2023-02-02,8138789577.81239,3162655,2548316.355,4071995659.57216,ETHUSDT,56,62.925827538399204
2023-02-02,1641.81,1717.00,1625.00,1643.81,6256821.466,2023-02-03,10469433177.54390,3654614,3108312.237,5203117965.14467,ETHUSDT,60,63.08295852057993
2023-02-03,1643.82,1677.00,1622.00,1663.68,4613666.206,2023-02-04,7613169004.81489,2904948,2287902.730,3776339207.89140,ETHUSDT,60,64.67677109211179
2023-02-04,1663.69,1696.99,1645.00,1666.44,2708043.817,2023-02-05,4528626441.07317,1831492,1367238.131,2287344449.57744,ETHUSDT,58,64.90342903539825
2023-02-05,1666.44,1674.59,1608.00,1628.98,3600230.231,2023-02-06,5915689068.44671,2324955,1727896.863,2839629120.96724,ETHUSDT,58,59.33813851630808
2023-02-06,1628.98,1659.00,1602.00,1613.9,3905639.202,2023-02-07,6376859033.52747,2440312,1915767.973,3128960350.08637,ETHUSDT,56,57.21136728628354
2023-02-07,1613.89,1679.03,1612.49,1670.51,4525016.709,2023-02-08,7450540052.39308,2731721,2314004.443,3810904054.43785,ETHUSDT,54,62.62669627484737
2023-02-08,1670.50,1699.00,1631.00,1650.26,4145086.428,2023-02-09,6891130617.52701,2543360,2074246.657,3448715062.02282,ETHUSDT,58,59.7153173277083
2023-02-09,1650.26,1656.20,1522.00,1544.68,6604140.847,2023-02-10,10570920339.39659,3626250,3143730.666,5033680236.15775,ETHUSDT,55,47.35462152631618
2023-02-10,1544.67,1554.00,1486.28,1512.26,4905464.680,2023-02-11,7508443152.46020,2735743,2393818.084,3664994391.61801,ETHUSDT,48,44.32086032895165
2023-02-11,1512.25,1542.82,1502.83,1537.65,2103873.253,2023-02-12,3199893749.52892,1406794,1069299.358,1626625693.64477,ETHUSDT,49,47.175110235571026
2023-02-12,1537.64,1547.70,1491.00,1514.49,2649623.411,2023-02-13,4044008570.62891,1659390,1304587.872,1991302623.77970,ETHUSDT,50,44.913405025520305
2023-02-13,1514.48,1526.10,1460.00,1504.85,5918159.268,2023-02-14,8822293928.12193,3211988,2934921.457,4375343981.69699,ETHUSDT,48,43.96850057938153
2023-02-14,1504.86,1568.98,1470.00,1554.94,6535322.162,2023-02-15,9982603577.18941,3480428,3272169.792,5000628433.12878,ETHUSDT,50,49.87007206910401
2023-02-15,1554.94,1684.10,1541.77,1675.0,5965469.291,2023-02-16,9558331915.34157,3215608,3140493.948,5033314430.85102,ETHUSDT,53,60.585770049920775
2023-02-16,1674.99,1744.50,1634.02,1639.0,7811713.183,2023-02-17,13211292223.81743,4397301,3879480.323,6563258150.96354,ETHUSDT,62,56.673808075823175
2023-02-17,1638.99,1722.62,1631.31,1694.12,5957429.029,2023-02-18,9986189969.91788,3544045,3011277.012,5048841870.65715,ETHUSDT,61,60.842764944745085
2023-02-18,1694.10,1715.00,1679.13,1691.66,2188299.314,2023-02-19,3708739130.00816,1506786,1084049.141,1837572243.37414,ETHUSDT,60,60.562678212459915
2023-02-19,1691.65,1729.58,1666.00,1680.31,3595633.465,2023-02-20,6100181496.80222,2288950,1783381.344,3026690344.97585,ETHUSDT,60,59.20838638418868
2023-02-20,1680.46,1720.39,1650.00,1703.7,4212950.942,2023-02-21,7148997088.38648,2740431,2117811.544,3594474259.60275,ETHUSDT,58,61.13707329355946
